airline_iata,airline_name,callsign,airline_country,src_iata,src_airport,src_city,src_country,src_lat,src_lon,src_continent,src_airport_type,src_elevation,dst_iata,dst_airport,dst_city,dst_country,dst_lat,dst_lon,dst_continent,dst_airport_type,dst_elevation,stops,equipment,distance_km
2B,Aerocondor,AEROCONDOR,Portugal,AER,Sochi International Airport,Sochi,RU,43.449902,39.9566,Europe,large_airport,27.127200000000002,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,0,CR2,1507
2B,Aerocondor,AEROCONDOR,Portugal,ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,46.282843,48.010511,Asia,large_airport,-19.812,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,0,CR2,1040
2B,Aerocondor,AEROCONDOR,Portugal,ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,46.282843,48.010511,Asia,large_airport,-19.812,MRV,Mineralnye Vody Airport,Mineralnyye Vody,RU,44.225101,43.081902,Asia,large_airport,321.2592,0,CR2,448
2B,Aerocondor,AEROCONDOR,Portugal,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927,Asia,large_airport,234.3912,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,0,CR2,771
2B,Aerocondor,AEROCONDOR,Portugal,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927,Asia,large_airport,234.3912,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,Europe,large_airport,111.25200000000001,0,CR2,1336
2B,Aerocondor,AEROCONDOR,Portugal,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,Europe,large_airport,179.22240000000002,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,0,CR2,716
2B,Aerocondor,AEROCONDOR,Portugal,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,Europe,large_airport,179.22240000000002,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,Asia,medium_airport,195.9864,0,CR2,892
2B,Aerocondor,AEROCONDOR,Portugal,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,Europe,large_airport,179.22240000000002,TGK,Taganrog Yuzhny Airport,Taganrog,RU,47.1983333,38.8491667,Europe,medium_airport,35.6616,0,CR2,915
2B,Aerocondor,AEROCONDOR,Portugal,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,Europe,large_airport,179.22240000000002,UUA,Bugulma Airport,Bugulma,RU,54.641184,52.800229,Asia,medium_airport,302.0568,0,CR2,951
2B,Aerocondor,AEROCONDOR,Portugal,EGO,Belgorod International Airport,Belgorod,RU,50.64379883,36.59009933,Europe,medium_airport,224.02800000000002,KGD,Khrabrovo Airport,Kaliningrad,RU,54.89161,20.598559,Europe,large_airport,12.8016,0,CR2,1172
2B,Aerocondor,AEROCONDOR,Portugal,EGO,Belgorod International Airport,Belgorod,RU,50.64379883,36.59009933,Europe,medium_airport,224.02800000000002,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,0,CR2,1008
2B,Aerocondor,AEROCONDOR,Portugal,GYD,Heydar Aliyev International Airport,Baku,AZ,40.47278,50.050931,Asia,large_airport,3.048,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,Asia,medium_airport,195.9864,0,CR2,1685
2B,Aerocondor,AEROCONDOR,Portugal,KGD,Khrabrovo Airport,Kaliningrad,RU,54.89161,20.598559,Europe,large_airport,12.8016,EGO,Belgorod International Airport,Belgorod,RU,50.64379883,36.59009933,Europe,medium_airport,224.02800000000002,0,CR2,1172
2B,Aerocondor,AEROCONDOR,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,AER,Sochi International Airport,Sochi,RU,43.449902,39.9566,Europe,large_airport,27.127200000000002,0,CR2,1507
2B,Aerocondor,AEROCONDOR,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,46.282843,48.010511,Asia,large_airport,-19.812,0,CR2,1040
2B,Aerocondor,AEROCONDOR,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927,Asia,large_airport,234.3912,0,CR2,771
2B,Aerocondor,AEROCONDOR,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,Europe,large_airport,179.22240000000002,0,CR2,716
2B,Aerocondor,AEROCONDOR,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,EGO,Belgorod International Airport,Belgorod,RU,50.64379883,36.59009933,Europe,medium_airport,224.02800000000002,0,CR2,1008
2B,Aerocondor,AEROCONDOR,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,Europe,large_airport,23.7744,0,CR2,1217
2B,Aerocondor,AEROCONDOR,Portugal,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,SVX,Koltsovo Airport,Yekaterinburg,RU,56.74309921,60.80270004,Asia,large_airport,232.86720000000003,0,CR2,724
2B,Aerocondor,AEROCONDOR,Portugal,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,Europe,large_airport,23.7744,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,0,CR2,1217
2B,Aerocondor,AEROCONDOR,Portugal,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,Europe,large_airport,23.7744,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,Asia,medium_airport,195.9864,0,CR2,1373
2B,Aerocondor,AEROCONDOR,Portugal,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,Europe,large_airport,23.7744,UUA,Bugulma Airport,Bugulma,RU,54.641184,52.800229,Asia,medium_airport,302.0568,0,CR2,1464
2B,Aerocondor,AEROCONDOR,Portugal,MRV,Mineralnye Vody Airport,Mineralnyye Vody,RU,44.225101,43.081902,Asia,large_airport,321.2592,ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,46.282843,48.010511,Asia,large_airport,-19.812,0,CR2,448
2B,Aerocondor,AEROCONDOR,Portugal,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,Asia,medium_airport,195.9864,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,Europe,large_airport,179.22240000000002,0,CR2,892
2B,Aerocondor,AEROCONDOR,Portugal,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,Asia,medium_airport,195.9864,GYD,Heydar Aliyev International Airport,Baku,AZ,40.47278,50.050931,Asia,large_airport,3.048,0,CR2,1685
2B,Aerocondor,AEROCONDOR,Portugal,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,Asia,medium_airport,195.9864,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,Europe,large_airport,23.7744,0,CR2,1373
2B,Aerocondor,AEROCONDOR,Portugal,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,Asia,medium_airport,195.9864,SVX,Koltsovo Airport,Yekaterinburg,RU,56.74309921,60.80270004,Asia,large_airport,232.86720000000003,0,CR2,555
2B,Aerocondor,AEROCONDOR,Portugal,NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,60.949299,76.483597,Asia,large_airport,53.949600000000004,SVX,Koltsovo Airport,Yekaterinburg,RU,56.74309921,60.80270004,Asia,large_airport,232.86720000000003,0,CR2,1013
2B,Aerocondor,AEROCONDOR,Portugal,NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,60.949299,76.483597,Asia,large_airport,53.949600000000004,UUA,Bugulma Airport,Bugulma,RU,54.641184,52.800229,Asia,medium_airport,302.0568,0,CR2,1557
2B,Aerocondor,AEROCONDOR,Portugal,NUX,Novy Urengoy Airport,Novy Urengoy,RU,66.06939697265625,76.52030181884766,Asia,medium_airport,64.00800000000001,SVX,Koltsovo Airport,Yekaterinburg,RU,56.74309921,60.80270004,Asia,large_airport,232.86720000000003,0,CR2,1325
2B,Aerocondor,AEROCONDOR,Portugal,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,Europe,large_airport,111.25200000000001,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927,Asia,large_airport,234.3912,0,CR2,1336
2B,Aerocondor,AEROCONDOR,Portugal,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,Europe,large_airport,111.25200000000001,SVX,Koltsovo Airport,Yekaterinburg,RU,56.74309921,60.80270004,Asia,large_airport,232.86720000000003,0,CR2,1368
2B,Aerocondor,AEROCONDOR,Portugal,SVX,Koltsovo Airport,Yekaterinburg,RU,56.74309921,60.80270004,Asia,large_airport,232.86720000000003,KZN,Kazan International Airport,Kazan,RU,55.606201,49.278702,Asia,large_airport,125.2728,0,CR2,724
2B,Aerocondor,AEROCONDOR,Portugal,SVX,Koltsovo Airport,Yekaterinburg,RU,56.74309921,60.80270004,Asia,large_airport,232.86720000000003,NBC,Begishevo Airport,Nizhnekamsk,RU,55.564701,52.092499,Asia,medium_airport,195.9864,0,CR2,555
2B,Aerocondor,AEROCONDOR,Portugal,SVX,Koltsovo Airport,Yekaterinburg,RU,56.74309921,60.80270004,Asia,large_airport,232.86720000000003,NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,60.949299,76.483597,Asia,large_airport,53.949600000000004,0,CR2,1013
2B,Aerocondor,AEROCONDOR,Portugal,SVX,Koltsovo Airport,Yekaterinburg,RU,56.74309921,60.80270004,Asia,large_airport,232.86720000000003,NUX,Novy Urengoy Airport,Novy Urengoy,RU,66.06939697265625,76.52030181884766,Asia,medium_airport,64.00800000000001,0,CR2,1325
2B,Aerocondor,AEROCONDOR,Portugal,SVX,Koltsovo Airport,Yekaterinburg,RU,56.74309921,60.80270004,Asia,large_airport,232.86720000000003,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,Europe,large_airport,111.25200000000001,0,CR2,1368
2B,Aerocondor,AEROCONDOR,Portugal,TGK,Taganrog Yuzhny Airport,Taganrog,RU,47.1983333,38.8491667,Europe,medium_airport,35.6616,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,Europe,large_airport,179.22240000000002,0,CR2,915
2B,Aerocondor,AEROCONDOR,Portugal,UUA,Bugulma Airport,Bugulma,RU,54.641184,52.800229,Asia,medium_airport,302.0568,DME,Domodedovo International Airport,Moscow,RU,55.408798,37.9063,Europe,large_airport,179.22240000000002,0,CR2,951
2B,Aerocondor,AEROCONDOR,Portugal,UUA,Bugulma Airport,Bugulma,RU,54.641184,52.800229,Asia,medium_airport,302.0568,LED,Pulkovo Airport,St. Petersburg,RU,59.800301,30.262501,Europe,large_airport,23.7744,0,CR2,1464
2B,Aerocondor,AEROCONDOR,Portugal,UUA,Bugulma Airport,Bugulma,RU,54.641184,52.800229,Asia,medium_airport,302.0568,NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU,60.949299,76.483597,Asia,large_airport,53.949600000000004,0,CR2,1557
2G,San Juan Airlines,Unknown,United States,BTK,Bratsk Airport,Bratsk,RU,56.3696,101.701822,Asia,medium_airport,490.728,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,0,A81,488
2G,San Juan Airlines,Unknown,United States,BTK,Bratsk Airport,Bratsk,RU,56.3696,101.701822,Asia,medium_airport,490.728,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,Europe,large_airport,111.25200000000001,0,A81,1201
2G,San Juan Airlines,Unknown,United States,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927,Asia,large_airport,234.3912,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,Europe,large_airport,111.25200000000001,0,A81,1336
2G,San Juan Airlines,Unknown,United States,HTA,Chita-Kadala International Airport,Chita,RU,52.024841,113.305839,Asia,large_airport,692.5056000000001,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,0,AN4,608
2G,San Juan Airlines,Unknown,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,BTK,Bratsk Airport,Bratsk,RU,56.3696,101.701822,Asia,medium_airport,490.728,0,A81,488
2G,San Juan Airlines,Unknown,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,HTA,Chita-Kadala International Airport,Chita,RU,52.024841,113.305839,Asia,large_airport,692.5056000000001,0,AN4,608
2G,San Juan Airlines,Unknown,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,KCK,Kirensk Airport,Kirensk,RU,57.773,108.064,Europe,Unknown,179.22240000000002,0,AN4,655
2G,San Juan Airlines,Unknown,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,ODO,Bodaybo Airport,Bodaybo,RU,57.8661003113,114.2429962,Asia,small_airport,280.1112,0,AN4,882
2G,San Juan Airlines,Unknown,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,Europe,large_airport,111.25200000000001,0,A81,1461
2G,San Juan Airlines,Unknown,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,UKX,Ust-Kut Airport,Ust-Kut,RU,56.856701,105.730003,Asia,medium_airport,666.9024000000001,0,AN4,518
2G,San Juan Airlines,Unknown,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,ULK,Lensk Airport,Lensk,RU,60.72060013,114.8259964,Asia,medium_airport,244.1448,0,AN4,1134
2G,San Juan Airlines,Unknown,United States,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,YKS,Platon Oyunsky Yakutsk International Airport,Yakutsk,RU,62.0933,129.770996,Asia,large_airport,99.06,0,A81,1860
2G,San Juan Airlines,Unknown,United States,KCK,Kirensk Airport,Kirensk,RU,57.773,108.064,Europe,Unknown,179.22240000000002,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,0,AN4,655
2G,San Juan Airlines,Unknown,United States,MJZ,Mirny Airport,Mirny,RU,62.534698486328125,114.03900146484376,Asia,medium_airport,352.34880000000004,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,Europe,large_airport,111.25200000000001,0,A81,1969
2G,San Juan Airlines,Unknown,United States,ODO,Bodaybo Airport,Bodaybo,RU,57.8661003113,114.2429962,Asia,small_airport,280.1112,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,0,AN4,882
2G,San Juan Airlines,Unknown,United States,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,Europe,large_airport,111.25200000000001,BTK,Bratsk Airport,Bratsk,RU,56.3696,101.701822,Asia,medium_airport,490.728,0,A81,1201
2G,San Juan Airlines,Unknown,United States,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,Europe,large_airport,111.25200000000001,CEK,Kurchatov Chelyabinsk International Airport,Chelyabinsk,RU,55.303141,61.504927,Asia,large_airport,234.3912,0,A81,1336
2G,San Juan Airlines,Unknown,United States,OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,RU,55.019756,82.618675,Europe,large_airport,111.25200000000001,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,0,A81,1461
2G,San Juan Airlines,Unknown,United States,UKX,Ust-Kut Airport,Ust-Kut,RU,56.856701,105.730003,Asia,medium_airport,666.9024000000001,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,0,AN4,518
2G,San Juan Airlines,Unknown,United States,ULK,Lensk Airport,Lensk,RU,60.72060013,114.8259964,Asia,medium_airport,244.1448,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,0,AN4,1134
2G,San Juan Airlines,Unknown,United States,YKS,Platon Oyunsky Yakutsk International Airport,Yakutsk,RU,62.0933,129.770996,Asia,large_airport,99.06,IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563,Asia,large_airport,510.54,0,A81,1860
2I,Star Peru (2I),Unknown,Peru,AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE,-13.1548,-74.204399,South America,medium_airport,2717.9016,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,South America,large_airport,34.4424,0,142,340
2I,Star Peru (2I),Unknown,Peru,CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,-13.53569984,-71.938797,South America,large_airport,3310.128,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,South America,large_airport,34.4424,0,142 141,586
2I,Star Peru (2I),Unknown,Peru,CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,-13.53569984,-71.938797,South America,large_airport,3310.128,PEM,Padre Aldamiz International Airport,Puerto Maldonado,PE,-12.61359978,-69.22859955,South America,medium_airport,200.8632,0,142,311
2I,Star Peru (2I),Unknown,Peru,HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,PE,-9.878809929,-76.20480347,South America,medium_airport,1850.1360000000002,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,South America,large_airport,34.4424,0,141,258
2I,Star Peru (2I),Unknown,Peru,IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,-3.78474,-73.3088,South America,large_airport,93.2688,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495,South America,large_airport,156.3624,0,143,530
2I,Star Peru (2I),Unknown,Peru,IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,-3.78474,-73.3088,South America,large_airport,93.2688,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948,-76.37319946,South America,medium_airport,264.8712,0,142,455
2I,Star Peru (2I),Unknown,Peru,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,South America,large_airport,34.4424,AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE,-13.1548,-74.204399,South America,medium_airport,2717.9016,0,142,340
2I,Star Peru (2I),Unknown,Peru,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,South America,large_airport,34.4424,CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,-13.53569984,-71.938797,South America,large_airport,3310.128,0,142 141,586
2I,Star Peru (2I),Unknown,Peru,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,South America,large_airport,34.4424,HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,PE,-9.878809929,-76.20480347,South America,medium_airport,1850.1360000000002,0,141,258
2I,Star Peru (2I),Unknown,Peru,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,South America,large_airport,34.4424,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495,South America,large_airport,156.3624,0,143 146,491
2I,Star Peru (2I),Unknown,Peru,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,South America,large_airport,34.4424,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948,-76.37319946,South America,medium_airport,264.8712,0,142 146,618
2I,Star Peru (2I),Unknown,Peru,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495,South America,large_airport,156.3624,IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,-3.78474,-73.3088,South America,large_airport,93.2688,0,143,530
2I,Star Peru (2I),Unknown,Peru,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495,South America,large_airport,156.3624,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,South America,large_airport,34.4424,0,143 146,491
2I,Star Peru (2I),Unknown,Peru,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495,South America,large_airport,156.3624,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948,-76.37319946,South America,medium_airport,264.8712,0,146,287
2I,Star Peru (2I),Unknown,Peru,PEM,Padre Aldamiz International Airport,Puerto Maldonado,PE,-12.61359978,-69.22859955,South America,medium_airport,200.8632,CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,-13.53569984,-71.938797,South America,large_airport,3310.128,0,142,311
2I,Star Peru (2I),Unknown,Peru,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948,-76.37319946,South America,medium_airport,264.8712,IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,-3.78474,-73.3088,South America,large_airport,93.2688,0,142,455
2I,Star Peru (2I),Unknown,Peru,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948,-76.37319946,South America,medium_airport,264.8712,LIM,Jorge Chávez International Airport,Lima,PE,-12.0219,-77.114305,South America,large_airport,34.4424,0,142 146,618
2I,Star Peru (2I),Unknown,Peru,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948,-76.37319946,South America,medium_airport,264.8712,PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,PE,-8.378064,-74.574495,South America,large_airport,156.3624,0,146,287
2J,Air Burkina,BURKINA,Burkina Faso,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629,Africa,large_airport,6.4008,BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,11.1601,-4.33097,Africa,large_airport,460.55280000000005,0,CRJ,657
2J,Air Burkina,BURKINA,Burkina Faso,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629,Africa,large_airport,6.4008,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,Africa,large_airport,316.0776,0,E70 CRJ M87,832
2J,Air Burkina,BURKINA,Burkina Faso,ACC,Kotoka International Airport,Accra,GH,5.605189800262451,-0.166786,Africa,large_airport,62.484,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,Africa,large_airport,316.0776,0,CRJ,765
2J,Air Burkina,BURKINA,Burkina Faso,BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994,Africa,large_airport,380.0856,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629,Africa,large_airport,6.4008,0,M87,921
2J,Air Burkina,BURKINA,Burkina Faso,BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994,Africa,large_airport,380.0856,DKR,Léopold Sédar Senghor International Airport,Dakar,SN,14.742337,-17.479222,Africa,large_airport,25.908,0,M87,1058
2J,Air Burkina,BURKINA,Burkina Faso,BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994,Africa,large_airport,380.0856,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,Africa,large_airport,316.0776,0,CRJ,699
2J,Air Burkina,BURKINA,Burkina Faso,BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,11.1601,-4.33097,Africa,large_airport,460.55280000000005,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629,Africa,large_airport,6.4008,0,CRJ,657
2J,Air Burkina,BURKINA,Burkina Faso,BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,11.1601,-4.33097,Africa,large_airport,460.55280000000005,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,Africa,large_airport,316.0776,0,CRJ,334
2J,Air Burkina,BURKINA,Burkina Faso,COO,Cotonou Cadjehoun International Airport,Cotonou,BJ,6.35723,2.38435,Africa,large_airport,5.7912,LFW,Lomé–Tokoin International Airport,Lomé,TG,6.16561,1.25451,Africa,large_airport,21.945600000000002,0,M87,127
2J,Air Burkina,BURKINA,Burkina Faso,COO,Cotonou Cadjehoun International Airport,Cotonou,BJ,6.35723,2.38435,Africa,large_airport,5.7912,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,Africa,large_airport,316.0776,0,M87,792
2J,Air Burkina,BURKINA,Burkina Faso,DKR,Léopold Sédar Senghor International Airport,Dakar,SN,14.742337,-17.479222,Africa,large_airport,25.908,BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994,Africa,large_airport,380.0856,0,M87,1058
2J,Air Burkina,BURKINA,Burkina Faso,DKR,Léopold Sédar Senghor International Airport,Dakar,SN,14.742337,-17.479222,Africa,large_airport,25.908,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,Africa,large_airport,316.0776,0,M87,1746
2J,Air Burkina,BURKINA,Burkina Faso,LFW,Lomé–Tokoin International Airport,Lomé,TG,6.16561,1.25451,Africa,large_airport,21.945600000000002,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,Africa,large_airport,316.0776,0,M87 CRJ,752
2J,Air Burkina,BURKINA,Burkina Faso,NIM,Diori Hamani International Airport,Niamey,NE,13.4815,2.18361,Africa,large_airport,223.11360000000002,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,Africa,large_airport,316.0776,0,CRJ,420
2J,Air Burkina,BURKINA,Burkina Faso,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,Africa,large_airport,316.0776,ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.26139,-3.92629,Africa,large_airport,6.4008,0,E70 CRJ M87,832
2J,Air Burkina,BURKINA,Burkina Faso,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,Africa,large_airport,316.0776,ACC,Kotoka International Airport,Accra,GH,5.605189800262451,-0.166786,Africa,large_airport,62.484,0,CRJ,765
2J,Air Burkina,BURKINA,Burkina Faso,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,Africa,large_airport,316.0776,BKO,Modibo Keita International Airport,Bamako,ML,12.5335,-7.94994,Africa,large_airport,380.0856,0,M87 CRJ,699
2J,Air Burkina,BURKINA,Burkina Faso,OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.3532,-1.51242,Africa,large_airport,316.0776,BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,11.1601,-4.33097,Africa,large_airport,460.55280000000005,0,CRJ,334
